lga,"Oceanian, nfd","Australian Peoples, nfd",Australian,Australian Aboriginal,Australian South Sea Islander,Torres Strait Islander,"New Zealand Peoples, nfd",Maori,New Zealander,"Melanesian and Papuan, nfd",New Caledonian,Ni-Vanuatu,Papua New Guinean,Solomon Islander,"Melanesian and Papuan, nec","Micronesian, nfd",I-Kiribati,Nauruan,"Micronesian, nec","Polynesian, nfd",Cook Islander,Fijian,Niuean,Samoan,Tongan,Hawaiian,Tahitian,Tokelauan,Tuvaluan,Pitcairn,"Polynesian, nec","North-West European, nfd","British, nfd",English,Scottish,Welsh,Channel Islander,Manx,"British, nec",Irish,"Western European, nfd",Austrian,Dutch,Flemish,French,German,Swiss,Belgian,Frisian,Luxembourg,"Western European, nec","Northern European, nfd",Danish,Finnish,Icelandic,Norwegian,Swedish,"Northern European, nec","Southern and Eastern European, nfd","Southern European, nfd",Basque,Catalan,Italian,Maltese,Portuguese,Spanish,Gibraltarian,"Southern European, nec","South Eastern European, nfd",Albanian,Bosnian,Bulgarian,Croatian,Greek,Macedonian,Moldovan,Montenegrin,Romanian,Roma Gypsy,Serbian,Slovene,Cypriot,Vlach,"South Eastern European, nec","Eastern European, nfd",Belarusan,Czech,Estonian,Hungarian,Latvian,Lithuanian,Polish,Russian,Slovak,Ukrainian,Sorb/Wend,"Eastern European, nec","North African and Middle Eastern, nfd","Arab, nfd",Algerian,Egyptian,Iraqi,Jordanian,Kuwaiti,Lebanese,Libyan,Moroccan,Palestinian,Saudi Arabian,Syrian,Tunisian,Yemeni,Bahraini,Emirati,Omani,Qatari,"Arab, nec",Jewish,"Peoples of the Sudan, nfd",Bari,Darfur,Dinka,Nuer,South Sudanese,Sudanese,"Peoples of the Sudan, nec","Other North African and Middle Eastern, nfd",Berber,Coptic,Iranian,Kurdish,Turkish,Assyrian,Chaldean,Mandaean,Nubian,Yezidi,"Other North African and Middle Eastern, nec","South-East Asian, nfd","Mainland South-East Asian, nfd",Anglo-Burmese,Burmese,Hmong,Khmer (Cambodian),Lao,Thai,Vietnamese,Karen,Mon,Chin,Rohingya,"Mainland South-East Asian, nec","Maritime South-East Asian, nfd",Filipino,Indonesian,Javanese,Madurese,Malay,Sundanese,Timorese,Acehnese,Balinese,Bruneian,Kadazan,Singaporean,Temoq,"Maritime South-East Asian, nec","North-East Asian, nfd","Chinese Asian, nfd",Chinese,Taiwanese,"Chinese Asian, nec","Other North-East Asian, nfd",Japanese,Korean,Mongolian,Tibetan,"Other North-East Asian, nec","Southern and Central Asian, nfd","Southern Asian, nfd",Anglo-Indian,Bengali,Burgher,Gujarati,Indian,Malayali,Nepalese,Pakistani,Punjabi,Sikh,Sinhalese,Maldivian,Bangladeshi,Bhutanese,Fijian Indian,Kashmiri,Parsi,Sindhi,Sri Lankan,Sri Lankan Tamil,Indian Tamil,"Tamil, nfd",Telugu,"Southern Asian, nec","Central Asian, nfd",Afghan,Armenian,Georgian,Kazakh,Pathan,Uzbek,Azeri,Hazara,Tajik,Tatar,Turkmen,Uighur,Kyrgyz,"Central Asian, nec","Peoples of the Americas, nfd","North American, nfd",African American,American,Canadian,French Canadian,Hispanic North American,Native North American Indian,Bermudan,"North American, nec","South American, nfd",Argentinian,Bolivian,Brazilian,Chilean,Colombian,Ecuadorian,Guyanese,Peruvian,Uruguayan,Venezuelan,Paraguayan,"South American, nec","Central American, nfd",Mexican,Nicaraguan,Salvadoran,Costa Rican,Guatemalan,Mayan,"Central American, nec","Caribbean Islander, nfd",Cuban,Jamaican,Trinidadian Tobagonian,Barbadian,Puerto Rican,"Caribbean Islander, nec","Sub-Saharan African, nfd","Central and West African, nfd",Akan,Fulani,Ghanaian,Nigerian,Yoruba,Ivorean,Liberian,Sierra Leonean,Acholi,Cameroonian,Congolese,Gio,Igbo,Krahn,Mandinka,Senegalese,Themne,Togolese,"Central and West African, nec","Southern and East African, nfd",Afrikaner,Angolan,Eritrean,Ethiopian,Kenyan,Malawian,Mauritian,Mozambican,Namibian,Oromo,Seychellois,Somali,South African,Tanzanian,Ugandan,Zambian,Zimbabwean,Amhara,Batswana,Hutu,Masai,Tigrayan,Tigre,Zulu,Burundian,Kunama,Madi,Ogaden,Rwandan,Shona,Swahili,Swazilander,"Southern and East African, nec",Inadequately described,"Eurasian, so described","Asian, so described","African, so described","European, so described","Caucasian, so described","Creole, so described",Not stated
Clarence (C),0,0,16172,39,0,0,0,19,84,0,0,0,7,0,0,0,0,0,0,0,7,12,0,16,4,0,0,0,0,0,0,4,15,25717,2182,76,0,0,0,3043,0,38,384,0,35,827,41,8,0,0,0,3,32,24,0,15,19,0,3,0,0,0,443,20,27,45,0,0,11,4,5,0,71,291,0,0,0,0,0,10,12,17,0,0,3,0,26,5,31,24,16,146,36,6,17,0,0,5,8,0,7,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,9,12,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,6,6,5,0,42,31,0,0,0,0,0,0,85,15,0,0,17,0,0,0,0,0,0,7,0,0,0,0,392,6,0,0,42,44,0,0,0,0,0,0,0,0,0,131,0,82,7,35,13,0,0,3,21,0,0,0,0,25,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,39,20,0,3,4,0,0,0,0,0,11,8,4,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,44,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,61,0,5,34,15,0,0,3207
Derwent Valley (M),0,0,3456,3,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4664,292,13,0,0,0,426,0,8,62,0,7,145,4,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,49,6,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,9,0,26,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,666
Devonport (C),0,0,8010,16,0,0,0,15,32,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,11247,960,30,0,0,0,1264,0,14,159,0,18,320,8,0,0,0,0,0,7,3,0,5,4,0,3,0,0,0,122,19,4,14,0,0,4,0,3,0,11,27,5,0,0,5,0,4,5,0,0,0,0,0,0,0,10,4,0,28,15,5,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,6,3,4,23,16,0,0,0,0,0,0,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,26,0,0,9,21,0,0,0,0,0,0,0,0,0,76,0,0,0,3,0,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,9,10,4,0,0,1595
Dorset (M),0,0,2276,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,273,13,0,0,0,271,0,7,52,0,8,101,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,42,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,510
Flinders (M),0,0,302,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,37,0,0,0,0,54,0,0,6,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
George Town (M),0,0,2155,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2951,312,14,0,0,0,314,0,12,50,0,5,105,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,629
Glamorgan/Spring Bay (M),0,0,1317,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,183,16,0,0,0,233,0,0,39,0,8,63,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,19,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,15,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,370
Glenorchy (C),0,0,13134,39,4,0,0,24,46,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,9,0,0,0,0,0,0,6,0,19599,1450,54,0,0,0,2362,0,33,172,0,45,771,14,4,0,0,0,3,26,29,0,14,18,0,0,0,0,0,569,16,6,77,0,0,24,4,12,3,119,197,3,0,0,17,0,39,18,5,0,0,9,0,25,10,41,16,32,345,20,6,43,0,0,0,17,4,13,20,0,0,16,0,0,4,0,30,0,0,0,0,0,0,0,0,15,0,0,4,0,31,57,0,0,0,0,28,0,9,0,0,0,0,0,0,0,0,0,40,24,4,0,41,75,117,0,0,0,0,0,251,13,0,0,10,0,0,0,0,0,0,0,0,5,0,0,417,10,0,0,26,31,0,0,0,0,25,0,0,0,0,371,0,270,60,26,28,9,0,7,259,7,4,0,0,49,4,0,13,0,0,0,176,0,0,0,0,0,0,30,0,0,0,0,0,0,7,0,3,19,8,0,5,0,0,4,0,0,0,0,22,5,0,0,6,0,0,0,0,0,8,0,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,3,7,4,0,82,0,0,0,0,0,0,0,0,0,3,0,43,163,0,0,4,0,0,18,0,12,15,0,3,0,9,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,4,106,0,16,97,20,0,0,3270
Hobart (C),4,0,10511,26,0,4,0,25,78,0,0,0,7,0,0,0,0,0,0,0,4,20,0,3,5,0,0,0,0,0,0,4,12,20689,2279,109,0,0,0,3094,0,51,387,4,119,907,44,16,0,0,0,3,32,32,0,12,32,0,4,0,0,4,945,19,16,78,0,0,16,3,30,5,99,532,11,0,0,25,0,51,13,15,0,0,12,0,36,13,63,22,20,323,97,13,36,0,0,9,63,3,17,18,0,3,60,10,0,0,25,74,0,0,0,0,0,0,0,13,5,0,0,0,0,17,30,0,0,0,0,110,27,21,0,0,0,3,0,4,0,0,0,9,0,5,0,112,135,3,0,0,0,0,0,132,34,0,0,76,0,3,0,0,0,0,19,0,0,0,0,2903,14,0,0,128,220,3,4,0,0,13,0,3,0,0,766,0,200,62,18,25,22,9,43,8,0,0,0,0,74,3,0,0,0,0,0,45,3,0,0,0,5,7,20,0,0,0,0,0,0,3,0,0,81,23,3,0,3,0,0,9,0,3,15,44,15,0,0,3,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,79,6,4,8,0,0,3,3,4,65,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,93,0,35,46,24,0,0,3134
Huon Valley (M),0,0,4756,5,0,0,0,17,37,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7254,601,46,0,0,0,1020,0,23,155,0,29,347,13,7,0,0,0,0,15,19,0,15,6,0,0,0,0,0,101,6,3,17,0,0,9,0,0,0,12,26,0,0,0,12,0,5,5,0,0,0,3,0,8,0,19,13,0,44,16,3,9,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,24,8,4,0,4,0,0,0,0,0,0,4,0,0,0,0,84,12,0,0,17,14,0,0,0,0,0,0,0,0,0,14,0,5,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,0,0,0,0,3,0,0,0,9,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,1163
Kentish (M),0,0,1969,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2657,296,17,0,0,0,275,0,4,71,0,8,118,7,0,0,0,0,0,5,0,0,7,3,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,4,6,0,0,0,9,0,4,0,0,0,0,0,0,4,0,16,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,455
King Island (M),0,0,469,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,624,86,4,0,0,0,78,0,0,30,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,138
Kingborough (M),0,0,9273,20,0,0,0,19,53,0,0,0,12,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,29,16543,1585,77,0,0,3,2093,0,31,847,0,59,760,39,4,0,0,0,6,32,21,0,19,24,0,0,0,0,0,390,19,15,46,0,0,7,6,3,8,34,91,4,0,0,7,0,10,8,7,0,0,7,3,20,6,48,9,9,118,40,4,26,0,0,3,4,5,3,0,0,0,11,0,7,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,32,0,6,0,0,0,0,0,0,0,0,0,5,0,0,6,42,12,0,0,0,0,0,0,83,11,0,0,17,0,0,0,0,0,0,5,0,6,0,0,505,7,0,0,49,82,3,5,0,0,0,3,0,0,0,132,0,4,16,0,0,8,0,16,0,0,0,0,0,16,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,49,47,0,0,5,0,0,11,0,0,8,30,4,0,0,4,0,5,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,0,0,120,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82,0,3,13,13,0,0,1752
Latrobe (M),0,0,3620,5,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4795,402,24,0,0,0,554,0,7,102,0,6,131,5,0,0,0,0,0,9,9,0,5,6,0,0,0,0,0,50,13,0,0,0,0,0,4,0,0,7,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,11,4,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,4,8,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,691
Launceston (C),3,0,18570,68,0,0,0,27,70,0,0,0,9,0,0,0,0,0,0,0,3,4,0,11,10,0,0,0,0,0,0,4,15,28498,2484,64,0,0,0,3091,0,43,637,0,45,958,31,5,0,0,0,8,37,19,0,9,33,0,0,0,0,0,571,20,9,51,0,0,10,0,7,5,45,91,8,0,0,7,0,8,11,3,0,0,0,0,17,8,35,17,8,167,75,0,49,0,0,6,30,0,10,9,0,0,20,5,0,0,10,8,0,0,0,8,0,0,0,3,11,0,0,3,0,30,53,0,0,0,0,35,0,8,3,0,0,0,0,0,0,0,0,110,0,5,0,52,76,0,0,66,0,0,0,226,38,4,0,67,0,4,0,0,0,0,7,0,3,0,0,994,6,0,0,40,110,4,8,0,0,0,0,10,0,0,365,0,289,28,8,20,11,0,21,486,0,0,0,0,59,0,0,5,0,8,0,340,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,43,40,0,0,0,0,0,6,0,0,7,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,6,0,0,4,15,0,0,23,0,0,0,0,0,0,0,6,0,3,0,38,39,0,0,11,0,0,0,0,0,64,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,124,0,22,84,27,0,0,4887
Meander Valley (M),0,0,6258,11,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8733,694,28,0,0,0,953,0,14,221,0,15,307,13,3,0,0,0,0,17,3,0,0,10,0,0,0,0,0,173,16,3,4,0,0,3,0,0,0,13,16,0,0,0,4,4,10,0,0,0,0,0,5,18,0,13,3,0,39,11,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,6,8,0,0,0,0,5,0,0,0,0,36,0,5,14,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,0,0,0,1216
Northern Midlands (M),0,0,4313,4,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839,457,5,0,0,0,523,0,8,111,0,5,154,3,5,0,0,0,0,11,6,0,0,8,0,0,0,0,0,93,11,0,6,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,4,14,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,4,0,0,1024
Sorell (M),0,0,4571,7,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6706,575,15,0,0,0,761,0,10,90,0,10,234,7,6,0,0,0,0,12,20,0,0,4,0,0,0,0,0,86,7,3,4,0,0,6,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,7,37,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,0,0,5,4,0,0,940
