lga,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,Pitcairn Islands,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man, nfd",England,Isle of Man,Northern Ireland,Scotland,Wales,Guernsey,Jersey,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,The former Yugoslav Republic of Macedonia,Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Spanish North Africa,South Sudan,"Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Myanmar,Cambodia,Laos,Thailand,Vietnam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,"South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States",St Barthelemy,St Martin (French part),"Bonaire, Sint Eustatius and Saba",Curacao,Sint Maarten (Dutch part),"Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cabo Verde,Central African Republic,Chad,"Congo, Republic of","Congo, Democratic Republic of",Cote d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Inadequately described,At sea,Not stated
Western Downs (R),0,0,27023,0,0,460,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,375,0,12,44,11,0,0,65,0,5,0,9,62,0,0,0,53,8,0,3,0,6,0,0,0,8,0,0,0,0,0,0,14,8,0,0,5,8,0,0,0,7,0,0,3,3,19,0,0,4,0,0,0,5,4,4,3,0,11,7,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,0,0,0,6,0,0,0,0,6,4,0,16,11,0,0,16,12,434,7,0,0,0,23,8,0,0,9,0,0,0,18,0,0,3,0,141,0,0,7,22,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0,0,3,6,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,6,39,0,0,0,4037
Whitsunday (R),0,0,23856,0,0,1151,0,0,71,8,0,0,0,0,0,0,0,0,0,0,0,29,0,5,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1074,0,13,126,43,0,8,55,0,10,15,63,164,0,0,0,77,32,0,12,0,14,0,0,9,22,0,0,0,0,0,0,76,15,3,0,17,7,0,0,0,9,4,0,13,0,5,4,0,0,4,4,3,12,3,22,5,0,26,9,0,8,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,6,0,0,3,0,12,4,0,0,0,5,3,0,102,58,0,0,36,55,333,13,0,0,0,75,39,0,0,168,0,81,0,168,0,0,0,0,97,0,25,5,36,0,7,0,0,0,0,0,0,0,0,0,0,0,85,0,101,0,9,0,11,7,8,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,188,0,0,0,3,55,0,5,0,4733
Winton (S),0,0,942,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Woorabinda (S),0,0,924,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Wujal Wujal (S),0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yarrabah (S),0,0,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
No usual address (Qld),0,0,7344,0,0,570,0,6,46,3,0,0,0,0,0,0,0,0,0,0,5,18,0,4,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,819,0,20,91,33,0,0,52,0,11,14,85,97,0,0,0,91,6,0,17,0,16,0,0,0,24,0,0,0,0,0,0,60,5,0,0,6,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,14,3,0,0,17,6,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,8,7,9,0,0,0,0,0,8,0,5,3,0,0,0,6,0,0,16,27,0,0,25,26,57,13,0,0,0,103,18,0,0,123,0,34,0,42,0,0,3,0,59,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,3,58,0,66,0,21,0,26,20,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,19,0,19,0,2012
Migratory - Offshore - Shipping (Qld),0,0,86,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24
Adelaide (C),0,0,10050,0,0,211,0,0,18,5,4,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,879,0,33,116,28,0,0,59,0,12,11,64,97,0,0,0,43,21,0,12,0,4,0,0,14,21,0,0,0,0,0,0,165,10,0,0,67,19,0,16,9,27,18,0,89,3,24,4,0,9,0,5,0,6,3,18,12,5,45,38,0,19,0,0,0,24,5,0,12,0,0,0,18,0,0,3,136,19,5,4,8,13,62,0,132,14,7,19,0,0,0,32,15,6,102,209,0,10,81,744,145,293,5,0,0,2873,450,16,0,102,0,108,0,303,0,0,46,0,463,0,16,56,87,0,20,5,7,0,6,0,0,0,6,0,0,0,79,0,168,0,10,3,146,12,49,7,0,0,0,0,9,0,0,16,0,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,3,0,0,0,0,3,0,0,4,18,22,0,0,3,12,0,0,0,0,0,0,0,0,101,0,7,5,5,24,0,17,0,2249
Adelaide Hills (DC),0,0,30232,0,0,337,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2988,3,40,238,83,0,0,82,0,32,3,31,372,0,0,0,225,23,0,21,0,15,0,0,3,19,0,0,0,0,9,0,196,14,4,0,14,15,0,5,12,13,4,0,30,0,8,3,0,15,0,7,0,19,0,32,24,4,83,31,4,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,41,3,20,0,4,10,0,0,0,6,5,9,0,0,0,3,3,3,34,80,3,0,26,75,73,47,0,0,0,117,30,0,0,7,0,33,0,14,0,0,0,0,56,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,199,0,12,0,4,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,3,4,0,0,10,0,0,0,0,0,232,0,3,3,9,32,0,16,0,2048
Alexandrina (DC),0,0,19805,0,0,227,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2420,4,31,200,64,0,5,50,0,20,11,18,184,0,0,0,207,12,0,11,0,10,0,0,0,6,0,0,0,0,0,0,56,10,3,0,3,6,0,0,0,7,4,0,13,0,5,0,0,0,0,0,0,5,0,15,5,5,30,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,19,7,0,0,17,27,80,12,0,0,0,23,0,0,0,3,0,14,0,6,0,0,4,0,45,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,7,0,5,0,1878
Anangu Pitjantjatjara (AC),0,0,2076,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,136
Barossa (DC),0,0,19423,0,0,175,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1430,0,19,151,25,0,0,30,0,29,0,16,171,0,0,0,83,4,0,11,0,5,0,0,4,9,0,0,0,0,0,0,37,7,5,0,0,11,0,0,4,4,3,0,4,3,7,8,0,0,0,0,0,0,0,6,10,4,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,21,8,0,0,7,13,35,5,0,0,0,17,8,0,0,3,0,9,0,9,0,0,0,0,22,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,53,0,6,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,11,0,6,0,1444
Barunga West (DC),0,0,2117,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,3,14,4,0,0,0,0,0,0,3,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,222
Berri and Barmera (DC),0,0,8449,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,6,52,6,0,0,7,0,13,0,8,44,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0,8,0,0,0,37,4,0,161,0,10,8,0,0,0,0,0,0,0,14,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,3,5,71,6,0,0,0,10,0,0,0,10,0,4,0,9,0,0,11,0,114,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,848
Burnside (C),0,0,28637,0,0,412,0,0,28,0,0,0,0,5,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2155,5,53,230,51,3,0,76,0,42,21,78,309,0,0,3,98,33,0,8,0,12,0,0,4,21,0,0,0,0,0,0,663,26,7,0,20,40,17,19,14,42,23,0,201,3,20,15,0,20,0,14,0,9,8,57,47,21,105,57,15,24,0,0,4,90,0,6,11,0,0,0,3,0,3,9,286,14,16,5,13,78,4,3,10,8,33,28,0,0,0,7,38,6,88,256,0,19,114,810,193,261,0,0,0,2157,331,11,0,156,0,124,0,368,0,0,54,0,944,0,26,97,373,0,15,3,4,0,8,0,0,0,9,0,0,0,106,0,234,0,27,0,24,27,39,0,0,0,0,0,11,0,6,41,0,0,0,4,3,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,3,0,5,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,3,5,0,0,6,0,0,0,3,0,259,3,11,8,16,54,0,36,3,1882
Campbelltown (C),0,0,31061,0,0,286,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,31,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1738,4,40,215,55,0,0,90,0,48,13,42,315,0,0,0,183,18,0,13,0,11,0,0,7,9,0,0,0,0,0,0,3427,53,9,0,23,50,44,32,13,86,75,3,340,10,47,14,5,49,6,7,3,13,12,77,34,36,193,85,9,61,0,4,3,112,4,4,35,0,0,0,47,5,10,0,341,53,25,12,0,169,5,4,16,36,33,13,0,0,0,23,37,9,56,210,0,15,108,815,316,175,6,0,0,2001,324,11,0,82,0,66,0,505,0,0,81,0,1622,0,50,103,465,6,52,0,4,12,15,0,0,0,5,0,0,0,65,0,141,0,40,4,37,12,25,9,0,0,0,0,29,4,3,39,0,0,0,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,8,0,0,0,12,0,0,3,0,0,0,4,3,0,0,15,15,122,0,0,4,7,0,0,4,0,0,0,3,8,215,0,7,10,7,53,0,52,0,1993
Ceduna (DC),0,0,2777,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,5,4,0,0,4,0,4,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,404
Charles Sturt (C),0,0,74779,0,0,759,0,4,47,4,0,0,0,0,0,0,0,0,0,0,6,50,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4114,6,110,640,128,3,5,268,0,110,32,117,759,0,0,0,295,28,0,37,0,21,0,0,12,53,0,0,0,0,0,0,3390,188,167,0,63,400,81,522,65,597,194,133,1755,13,96,51,29,359,18,38,14,31,10,117,33,29,587,159,29,172,0,0,4,191,9,10,167,0,0,0,57,6,5,11,295,153,11,37,32,104,16,3,87,65,55,30,0,0,0,19,293,5,235,2295,0,8,115,436,897,125,11,0,0,1403,152,0,0,102,0,87,0,130,0,3,91,38,2697,0,112,329,181,3,240,0,3,4,16,0,0,0,13,0,0,4,168,0,256,0,61,6,122,52,56,9,0,0,5,0,18,0,7,38,0,0,0,0,59,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,30,10,0,0,0,45,28,0,81,0,0,0,28,0,0,45,13,0,0,0,45,0,5,118,165,111,0,0,11,13,0,6,3,0,19,0,9,102,384,0,27,36,17,57,0,79,0,6192
